Id,path,speakerId,action,object,Self-reported fluency level ,First Language spoken,Current language used for work/school,gender,ageRange
600,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/03896590-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,decrease,heat,native,English (United States),English (United States),male,22-40
601,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/4855b390-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,activate,music,native,English (United States),English (United States),male,22-40
602,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/4a1787d0-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,activate,music,native,English (United States),English (United States),male,22-40
603,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/78016030-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,change language,none,native,English (United States),English (United States),male,22-40
604,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/79fda560-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,change language,none,native,English (United States),English (United States),male,22-40
605,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/7bdc9e90-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,change language,none,native,English (United States),English (United States),male,22-40
606,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/7db27000-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,change language,none,native,English (United States),English (United States),male,22-40
607,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/7f96c060-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,change language,none,native,English (United States),English (United States),male,22-40
608,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/8180b610-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,change language,none,native,English (United States),English (United States),male,22-40
609,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/83864a10-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,change language,none,native,English (United States),English (United States),male,22-40
610,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/85852750-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,change language,none,native,English (United States),English (United States),male,22-40
611,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/876a6210-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,change language,none,native,English (United States),English (United States),male,22-40
612,dsl_data/audio/speakers/5BEzPgPKe8taG9OB/89501200-457f-11e9-9600-8f19ade2128c.wav,5BEzPgPKe8taG9OB,change language,none,native,English (United States),English (United States),male,22-40
613,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/3ec80c70-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
614,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/56cb5b60-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,deactivate,lights,basic,English (United States),English (United States),male,22-40
615,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/62d63e20-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
616,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/68d239a0-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
617,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/6bd121c0-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
618,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/6f542e00-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
619,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/72be5b10-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,heat,basic,English (United States),English (United States),male,22-40
620,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/8a2f5510-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,heat,basic,English (United States),English (United States),male,22-40
621,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/910f6f00-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,heat,basic,English (United States),English (United States),male,22-40
622,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/a0e7d480-44e8-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,activate,music,basic,English (United States),English (United States),male,22-40
623,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/163b6210-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,deactivate,lights,basic,English (United States),English (United States),male,22-40
624,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/789e4da0-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
625,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/a1894f30-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
626,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/acb124f0-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
627,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/af344d60-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
628,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/b21d1570-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
629,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/bb784180-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
630,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/c09bde60-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
631,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/c3335220-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
632,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/c64cee30-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
633,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/c9727120-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
634,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/e42094c0-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,heat,basic,English (United States),English (United States),male,22-40
635,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/e78b8520-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,heat,basic,English (United States),English (United States),male,22-40
636,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/f1fd2a40-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,heat,basic,English (United States),English (United States),male,22-40
637,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/f4278450-44e9-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,heat,basic,English (United States),English (United States),male,22-40
638,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/60ada6e0-44ea-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,heat,basic,English (United States),English (United States),male,22-40
639,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/028d2a80-44eb-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,activate,music,basic,English (United States),English (United States),male,22-40
640,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/06980460-44eb-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,activate,music,basic,English (United States),English (United States),male,22-40
641,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/8e1d77d0-44eb-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,change language,none,basic,English (United States),English (United States),male,22-40
642,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/90d85210-44eb-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,change language,none,basic,English (United States),English (United States),male,22-40
643,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/98b76570-44eb-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,change language,none,basic,English (United States),English (United States),male,22-40
644,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/f1de1ea0-44eb-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,deactivate,lights,basic,English (United States),English (United States),male,22-40
645,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/fa58d5c0-44eb-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,activate,music,basic,English (United States),English (United States),male,22-40
646,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/07d6a970-44ec-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,deactivate,lights,basic,English (United States),English (United States),male,22-40
647,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/0a91aac0-44ec-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,deactivate,lights,basic,English (United States),English (United States),male,22-40
648,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/0d3b6e00-44ec-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,deactivate,lights,basic,English (United States),English (United States),male,22-40
649,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/0fc65ea0-44ec-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
650,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/285d13f0-44ec-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,heat,basic,English (United States),English (United States),male,22-40
651,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/2e2e55f0-44ec-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,heat,basic,English (United States),English (United States),male,22-40
652,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/4f676ea0-44ec-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,activate,music,basic,English (United States),English (United States),male,22-40
653,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/f9f849c0-44ec-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
654,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/fcd92290-44ec-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
655,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/ffb28150-44ec-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
656,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/0f5cd1f0-44ed-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
657,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/14aa6500-44ed-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
658,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/18c14cd0-44ed-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
659,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/27ac9330-44ed-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
660,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/2b99abe0-44ed-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,volume,basic,English (United States),English (United States),male,22-40
661,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/33219e90-44ed-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
662,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/35fecde0-44ed-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
663,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/38785960-44ed-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
664,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/57fce440-44ed-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,decrease,volume,basic,English (United States),English (United States),male,22-40
665,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/7ad99ad0-44ed-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,increase,heat,basic,English (United States),English (United States),male,22-40
666,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/8c4f4020-44ee-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,activate,music,basic,English (United States),English (United States),male,22-40
667,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/3b4c7610-44ef-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,change language,none,basic,English (United States),English (United States),male,22-40
668,dsl_data/audio/speakers/5o9BvRGEGvhaeBwA/4e46b500-44ef-11e9-a1ea-79ca03012c0e.wav,5o9BvRGEGvhaeBwA,change language,none,basic,English (United States),English (United States),male,22-40
669,dsl_data/audio/speakers/5pa4DVyvN2fXpepb/24e89380-45e5-11e9-b578-494a5b19ab8b.wav,5pa4DVyvN2fXpepb,deactivate,lights,native,English (United States),English (United States),female,22-40
670,dsl_data/audio/speakers/5pa4DVyvN2fXpepb/27d1a9b0-45e5-11e9-b578-494a5b19ab8b.wav,5pa4DVyvN2fXpepb,change language,none,native,English (United States),English (United States),female,22-40
671,dsl_data/audio/speakers/5pa4DVyvN2fXpepb/2ff87470-45e5-11e9-b578-494a5b19ab8b.wav,5pa4DVyvN2fXpepb,decrease,volume,native,English (United States),English (United States),female,22-40
672,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/3003d770-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
673,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/6dd9c460-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
674,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/7cd6be00-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
675,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/8544a3e0-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
676,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/889d92e0-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
677,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/8b7236b0-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
678,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/92cb0310-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,heat,native,English (United States),English (United States),male,22-40
679,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/95b48e70-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,heat,native,English (United States),English (United States),male,22-40
680,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/a3d028c0-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,activate,music,native,English (United States),English (United States),male,22-40
681,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/a69f7560-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,activate,music,native,English (United States),English (United States),male,22-40
682,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/a93eff70-4527-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,activate,music,native,English (United States),English (United States),male,22-40
683,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/28e53870-4528-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,deactivate,lights,native,English (United States),English (United States),male,22-40
684,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/74d5fc60-4528-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
685,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/7f96d2f0-4528-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
686,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/8703eaa0-4528-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
687,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/8f827250-4528-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
688,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/991c06f0-4528-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
689,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/9ebb6380-4528-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
690,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/ce555ce0-4528-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
691,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/d3ef8950-4528-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
692,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/021c5e20-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
693,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/0719fc70-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
694,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/0c012c90-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
695,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/1dbd1f20-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
696,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/2247d760-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
697,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/277efc40-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
698,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/2d2584c0-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
699,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/3902a0c0-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
700,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/c8ce74e0-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,heat,native,English (United States),English (United States),male,22-40
701,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/ce361fa0-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,heat,native,English (United States),English (United States),male,22-40
702,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/d8856fb0-4529-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,heat,native,English (United States),English (United States),male,22-40
703,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/5fe5cef0-452a-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,activate,music,native,English (United States),English (United States),male,22-40
704,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/6370ca70-452a-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,activate,music,native,English (United States),English (United States),male,22-40
705,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/f83f45f0-452a-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,change language,none,native,English (United States),English (United States),male,22-40
706,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/fee27df0-452a-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,change language,none,native,English (United States),English (United States),male,22-40
707,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/5ea7b430-452b-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,deactivate,lights,native,English (United States),English (United States),male,22-40
708,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/6a24d5e0-452b-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,change language,none,native,English (United States),English (United States),male,22-40
709,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/6fe21ab0-452b-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,activate,music,native,English (United States),English (United States),male,22-40
710,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/725d05c0-452b-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
711,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/7df24350-452b-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,deactivate,lights,native,English (United States),English (United States),male,22-40
712,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/81935ee0-452b-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,deactivate,lights,native,English (United States),English (United States),male,22-40
713,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/84866020-452b-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,deactivate,lights,native,English (United States),English (United States),male,22-40
714,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/875cd8b0-452b-11e9-a843-8db76f4b5e29.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
715,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/47c15180-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
716,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/4ada5150-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
717,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/4e2d73f0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
718,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/514450e0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
719,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/6657d2e0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
720,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/6ada9be0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,decrease,volume,native,English (United States),English (United States),male,22-40
721,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/6d801960-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
722,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/6fe818b0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
723,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/72bfa2b0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
724,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/75573d80-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,increase,heat,native,English (United States),English (United States),male,22-40
725,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/7816f9c0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,decrease,heat,native,English (United States),English (United States),male,22-40
726,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/7ae11640-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,decrease,heat,native,English (United States),English (United States),male,22-40
727,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/7e0cb3b0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,decrease,heat,native,English (United States),English (United States),male,22-40
728,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/8093acb0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,decrease,heat,native,English (United States),English (United States),male,22-40
729,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/87d40f10-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,activate,music,native,English (United States),English (United States),male,22-40
730,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/8a8859a0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,activate,music,native,English (United States),English (United States),male,22-40
731,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/8d3e51e0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,activate,music,native,English (United States),English (United States),male,22-40
732,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/901e8e70-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,activate,music,native,English (United States),English (United States),male,22-40
733,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/f481b6d0-452c-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,deactivate,lights,native,English (United States),English (United States),male,22-40
734,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/2c3de710-452d-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
735,dsl_data/audio/speakers/73bEEYMKLwtmVwV43/2eefe7b0-452d-11e9-b1e4-e5985dca719e.wav,73bEEYMKLwtmVwV43,increase,volume,native,English (United States),English (United States),male,22-40
